Year;Month;Week;Weekday;Frigivelsesdato;Lager;Lagerområde;KO/DO;Hour;Afgangstid;Antal_linjer;Teoretisk_bemandning
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;8;19:00:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;8;19:30:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;8;22:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;8;22:30:00;8;0,228571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;8;22:35:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;9;16:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;9;18:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;9;19:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;9;19:30:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;9;22:00:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;10;14:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;10;16:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;10;18:00:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;10;19:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;10;19:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;10;20:00:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;10;22:30:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;10;20:10:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;11;16:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;11;19:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;11;20:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;11;22:30:00;5;0,142857143
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;12;18:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;12;19:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;12;20:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;12;20:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;12;22:00:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;12;22:30:00;7;0,2
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;12;20:10:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;13;16:00:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;13;18:05:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;13;20:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;13;21:59:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;13;22:00:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;13;22:30:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;13;22:35:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;13;20:10:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;14;18:00:00;4;0,114285714
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;14;19:00:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;14;19:15:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;14;19:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;14;20:00:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;14;20:30:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;14;22:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;14;22:30:00;4;0,114285714
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;15;18:00:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;15;18:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;15;19:30:00;4;0,114285714
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;15;20:00:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;15;22:00:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;15;22:30:00;12;0,342857143
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;15;22:35:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;16;18:30:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;16;19:00:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;16;19:30:00;7;0,2
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;16;20:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;16;22:30:00;11;0,314285714
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;17;19:00:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;14;Kundeordre;17;22:30:00;6;0,171428571
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;3;19:15:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;3;20:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;3;22:00:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;3;22:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;3;20:10:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;4;19:30:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;4;22:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;5;22:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;6;22:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;7;16:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;7;19:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;7;22:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;7;22:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;8;19:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;8;22:30:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;9;16:00:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;9;19:30:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;9;22:30:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;10;19:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;11;19:30:00;6;0,171428571
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;11;20:30:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;11;22:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;11;22:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;12;18:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;12;22:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;12;22:30:00;4;0,114285714
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;12;22:35:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;12;20:10:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;13;16:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;13;19:15:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;13;19:30:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;13;21:59:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;13;22:30:00;4;0,114285714
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;13;22:35:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;13;20:10:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;14;18:00:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;14;18:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;14;19:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;14;19:15:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;14;19:30:00;7;0,2
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;14;22:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;14;22:30:00;8;0,228571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;15;18:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;15;19:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;15;19:30:00;5;0,142857143
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;15;20:00:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;15;22:00:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;15;22:30:00;7;0,2
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;16;18:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;16;18:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;16;19:30:00;8;0,228571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;16;22:30:00;7;0,2
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;16;22:35:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;17;19:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;17;19:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;17;22:30:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;15;Kundeordre;17;22:35:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;3;18:05:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;3;20:30:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;3;20:10:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;4;14:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;4;20:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;4;20:10:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;6;14:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;7;19:15:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;7;19:30:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;8;19:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;8;19:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;8;20:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;8;20:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;8;22:30:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;9;16:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;9;19:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;9;22:30:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;9;22:35:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;9;20:10:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;10;18:05:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;10;19:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;10;19:15:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;10;19:30:00;6;0,171428571
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;10;22:30:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;10;20:10:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;11;18:05:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;11;19:30:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;11;20:00:00;5;0,142857143
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;11;22:00:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;11;22:30:00;4;0,114285714
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;11;20:10:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;12;18:00:00;4;0,114285714
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;12;19:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;12;19:15:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;12;19:30:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;12;20:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;12;22:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;12;22:30:00;4;0,114285714
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;12;20:10:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;13;18:00:00;4;0,114285714
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;13;19:30:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;13;22:30:00;4;0,114285714
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;13;22:35:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;13;20:10:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;14;16:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;14;18:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;14;19:00:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;14;19:15:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;14;19:30:00;6;0,171428571
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;14;22:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;14;22:30:00;10;0,285714286
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;14;20:10:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;15;18:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;15;18:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;15;19:00:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;15;19:30:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;15;20:00:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;15;20:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;15;22:30:00;10;0,285714286
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;16;18:05:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;16;19:30:00;9;0,257142857
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;16;20:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;16;22:30:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;17;19:30:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;17;20:00:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;16;Kundeordre;17;22:30:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;0;19:30:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;3;22:00:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;3;22:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;4;19:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;4;19:15:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;4;20:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;4;22:00:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;7;16:00:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;7;22:30:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;8;22:30:00;4;0,114285714
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;9;16:00:00;7;0,2
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;9;19:30:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;9;22:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;9;22:30:00;4;0,114285714
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;10;16:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;10;19:00:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;10;22:30:00;4;0,114285714
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;11;16:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;11;18:05:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;11;22:30:00;8;0,228571429
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;12;16:00:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;12;18:05:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;12;19:30:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;12;20:00:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;12;20:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;12;22:30:00;4;0,114285714
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;12;22:35:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;13;16:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;13;18:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;13;18:05:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;13;19:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;13;19:15:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;13;19:30:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;13;20:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;13;22:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;13;22:30:00;20;0,571428571
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;14;19:00:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;14;19:15:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;14;19:30:00;9;0,257142857
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;14;20:00:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;14;22:00:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;14;22:30:00;16;0,457142857
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;15;18:00:00;4;0,114285714
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;15;19:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;15;19:15:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;15;19:30:00;11;0,314285714
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;15;22:30:00;19;0,542857143
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;16;18:00:00;5;0,142857143
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;16;18:30:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;16;19:00:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;16;19:30:00;6;0,171428571
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;16;22:30:00;8;0,228571429
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;17;19:30:00;6;0,171428571
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;17;22:00:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;17;Kundeordre;17;22:30:00;12;0,342857143
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;0;19:00:00;59;1,685714286
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;0;19:15:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;0;19:30:00;183;5,228571429
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;1;19:30:00;6;0,171428571
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;1;20:00:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;1;20:30:00;4;0,114285714
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;1;20:10:00;22;0,628571429
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;2;21:59:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;3;14:00:00;37;1,057142857
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;3;16:00:00;22;0,628571429
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;3;18:00:00;5;0,142857143
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;3;18:05:00;20;0,571428571
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;3;19:00:00;14;0,4
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;3;19:15:00;23;0,657142857
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;3;19:30:00;18;0,514285714
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;3;20:30:00;461;13,17142857
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;3;22:00:00;98;2,8
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;3;22:30:00;186;5,314285714
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;3;22:35:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;3;20:10:00;508;14,51428571
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;4;14:00:00;64;1,828571429
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;4;16:00:00;25;0,714285714
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;4;18:05:00;5;0,142857143
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;4;19:00:00;8;0,228571429
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;4;19:15:00;61;1,742857143
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;4;19:30:00;37;1,057142857
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;4;20:30:00;438;12,51428571
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;4;22:00:00;116;3,314285714
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;4;22:30:00;9;0,257142857
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;4;20:10:00;557;15,91428571
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;5;19:00:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;5;19:30:00;7;0,2
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;5;20:00:00;6;0,171428571
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;5;20:30:00;2;0,057142857
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;5;22:00:00;4;0,114285714
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;5;22:30:00;5;0,142857143
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;6;14:00:00;9;0,257142857
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;6;16:00:00;17;0,485714286
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;6;18:05:00;1;0,028571429
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;6;18:30:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;6;19:00:00;17;0,485714286
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;6;19:15:00;4;0,114285714
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;6;19:30:00;41;1,171428571
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;6;20:00:00;26;0,742857143
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;6;20:30:00;17;0,485714286
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;6;22:00:00;16;0,457142857
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;6;22:30:00;65;1,857142857
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;6;22:35:00;10;0,285714286
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;6;23:40:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;6;20:10:00;14;0,4
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;7;14:00:00;10;0,285714286
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;7;16:00:00;56;1,6
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;7;18:00:00;210;6
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;7;18:05:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;7;18:30:00;3;0,085714286
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;7;19:00:00;40;1,142857143
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;7;19:15:00;19;0,542857143
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;7;19:30:00;134;3,828571429
2024;11;46;3;13-11-2024;Lager 1;18;Kundeordre;7;20:00:00;31;0,885714286
